103,2024-01-08,28,11,APAC,8,17.21,137.68,62.65,75.03
104,2024-01-20,144,6,EMEA,4,193.66,774.64,448.93,325.71
105,2024-01-15,163,14,EMEA,12,117.23,1406.76,718.06,688.7
106,2024-01-05,105,2,North America,1,27.58,27.58,17.63,9.95
107,2024-01-04,78,8,North America,2,36.89,73.78,36.67,37.11
108,2024-01-13,138,3,EMEA,8,41.83,334.64,175.42,159.22
109,2024-01-18,191,12,EMEA,7,24.28,169.96,96.45,73.51
110,2024-01-14,187,3,EMEA,11,41.83,460.13,216.17,243.96
111,2024-01-14,126,10,North America,5,26.66,133.3,60.86,72.44
112,2024-01-15,95,4,EMEA,8,273.62,2517.3,1611.35,905.95
113,2024-01-04,219,6,North America,11,193.66,2130.26,1115.12,1015.14
114,2024-01-02,166,6,LATAM,7,193.66,1355.62,684.83,670.79
115,2024-01-27,32,14,EMEA,8,117.23,937.84,439.22,498.62
116,2024-01-21,55,11,APAC,10,17.21,172.1,110.87,61.23
117,2024-01-11,13,13,EMEA,4,156.78,627.12,406.23,220.89
118,2024-01-07,202,10,LATAM,2,26.66,53.32,32.84,20.48
119,2024-01-19,142,4,LATAM,4,273.62,1258.65,771.06,487.59
120,2024-01-25,60,6,North America,3,193.66,580.98,353.08,227.9
121,2024-01-09,153,1,APAC,3,26.63,79.89,51.73,28.16
122,2024-01-26,139,5,North America,3,202.27,697.83,329.37,368.46
123,2024-01-01,7,3,EMEA,6,41.83,250.98,152.6,98.38
124,2024-01-11,61,10,EMEA,1,26.66,26.66,12.93,13.73
125,2024-01-24,14,3,North America,7,41.83,292.81,162.57,130.24
126,2024-01-16,191,2,EMEA,8,27.58,220.64,133.62,87.02
127,2024-01-04,132,10,EMEA,8,26.66,213.28,117.47,95.81
128,2024-01-24,158,1,EMEA,11,26.63,292.93,162.37,130.56
129,2024-01-01,118,11,APAC,1,17.21,17.21,11.18,6.03
130,2024-01-14,217,7,North America,11,33.37,422.13,199.07,223.06
131,2024-01-15,183,15,APAC,2,52.59,105.18,66.25,38.93
132,2024-01-05,83,10,APAC,2,26.66,53.32,25.34,27.98
133,2024-01-19,160,11,North America,9,17.21,154.89,91.76,63.13
134,2024-01-17,98,10,LATAM,5,26.66,133.3,72.08,61.22
135,2024-01-04,155,7,APAC,12,33.37,460.51,217.77,242.74
136,2024-01-25,168,11,APAC,9,17.21,154.89,92.03,62.86
137,2024-01-15,56,7,LATAM,4,33.37,153.5,81.78,71.72
138,2024-01-13,212,8,APAC,7,36.89,258.23,153.89,104.34
139,2024-01-11,81,7,LATAM,11,33.37,422.13,211.48,210.65
140,2024-01-16,40,11,APAC,2,17.21,34.42,16.12,18.3
141,2024-01-14,22,2,North America,2,27.58,55.16,33.04,22.12
142,2024-01-05,96,13,EMEA,9,156.78,1411.02,651.89,759.13
143,2024-01-11,144,9,EMEA,11,48.45,532.95,252.86,280.09
144,2024-01-22,91,14,North America,7,117.23,820.61,511.75,308.86
145,2024-01-10,185,1,APAC,10,26.63,266.3,136.48,129.82
146,2024-01-17,27,10,EMEA,4,26.66,106.64,51.29,55.35
147,2024-01-28,124,4,APAC,2,273.62,629.33,327.27,302.06
148,2024-01-04,143,6,APAC,5,193.66,968.3,546.92,421.38
149,2024-01-28,207,7,EMEA,9,33.37,345.38,222.74,122.64
150,2024-01-20,210,10,North America,11,26.66,293.26,169.66,123.6
151,2024-01-22,7,10,EMEA,12,26.66,319.92,161.08,158.84
152,2024-01-23,47,5,LATAM,5,202.27,1163.05,737.73,425.32
153,2024-01-06,90,1,EMEA,3,26.63,79.89,45.0,34.89
154,2024-01-05,103,2,EMEA,12,27.58,330.96,190.84,140.12
155,2024-01-24,8,2,APAC,9,27.58,248.22,122.38,125.84
156,2024-02-06,117,6,North America,6,193.66,1196.82,613.16,583.66
157,2024-02-19,84,13,North America,10,156.78,1567.8,732.15,835.65
158,2024-02-06,14,3,North America,10,41.83,418.3,192.4,225.9
159,2024-02-15,21,5,North America,11,202.27,2480.84,1326.76,1154.08
160,2024-02-14,156,8,North America,5,36.89,184.45,90.95,93.5
161,2024-02-12,132,2,EMEA,7,27.58,193.06,91.16,101.9
162,2024-02-19,174,11,North America,8,17.21,137.68,76.47,61.21
163,2024-02-08,79,1,APAC,7,26.63,192.0,124.2,67.8
164,2024-02-07,15,1,EMEA,5,26.63,133.15,85.09,48.06
165,2024-02-25,197,3,North America,5,41.83,209.15,106.23,102.92
166,2024-02-16,31,1,APAC,12,26.63,329.15,176.47,152.68
167,2024-02-18,34,7,EMEA,12,33.37,446.49,221.47,225.02
168,2024-02-22,144,14,EMEA,6,117.23,703.38,326.66,376.72
169,2024-02-14,190,1,North America,1,26.63,26.63,14.43,12.2
170,2024-02-11,20,14,North America,10,117.23,1172.3,628.18,544.12
171,2024-02-21,104,12,North America,7,24.28,169.96,86.32,83.64
172,2024-02-11,104,1,North America,3,26.63,79.89,48.75,31.14
173,2024-02-27,159,8,APAC,12,36.89,442.68,280.64,162.04
174,2024-02-28,23,7,APAC,2,33.37,74.42,37.11,37.31
175,2024-02-17,151,7,EMEA,2,33.37,74.42,39.38,35.04
176,2024-02-11,80,12,EMEA,4,24.28,97.12,50.17,46.95
177,2024-02-17,44,2,LATAM,11,27.58,303.38,143.44,159.94
178,2024-02-25,131,4,North America,6,273.62,1830.52,952.27,878.25
179,2024-02-27,210,11,North America,3,17.21,51.63,25.67,25.96
180,2024-02-07,38,5,LATAM,3,202.27,676.59,385.98,290.61
181,2024-02-21,195,13,North America,2,156.78,313.56,152.21,161.35
182,2024-02-16,198,11,North America,8,17.21,137.68,82.73,54.95
183,2024-02-15,195,10,North America,11,26.66,293.26,186.17,107.09
184,2024-02-21,145,11,EMEA,10,17.21,172.1,88.57,83.53
185,2024-02-05,161,6,APAC,8,193.66,1549.28,718.33,830.95
186,2024-02-10,114,11,North America,5,17.21,86.05,48.9,37.15
187,2024-02-03,91,9,North America,5,48.45,249.52,135.33,114.19
188,2024-02-12,10,1,North America,5,26.63,133.15,61.96,71.19
189,2024-02-20,219,2,North America,10,27.58,275.8,152.08,123.72
190,2024-02-18,119,10,APAC,12,26.66,319.92,201.29,118.63
191,2024-02-26,116,15,EMEA,10,52.59,525.9,305.22,220.68
192,2024-02-16,83,10,APAC,9,26.66,239.94,115.21,124.73
193,2024-02-04,16,8,North America,6,36.89,221.34,143.09,78.25
194,2024-02-21,22,9,North America,3,48.45,145.35,66.55,78.8
195,2024-02-15,182,8,EMEA,9,36.89,332.01,184.12,147.89
196,2024-02-12,41,6,North America,5,193.66,968.3,510.76,457.54
197,2024-02-22,199,6,EMEA,10,193.66,1936.6,891.75,1044.85
198,2024-02-11,162,11,APAC,2,17.21,34.42,17.76,16.66
199,2024-02-13,143,11,APAC,5,17.21,86.05,43.06,42.99
200,2024-02-20,219,11,North America,3,17.21,51.63,26.68,24.95
201,2024-02-05,150,11,EMEA,6,17.21,103.26,52.87,50.39
202,2024-02-22,168,12,APAC,7,24.28,169.96,80.87,89.09
203,2024-02-10,182,2,EMEA,9,27.58,248.22,130.4,117.82
204,2024-02-27,203,6,LATAM,3,193.66,580.98,339.31,241.67
205,2024-02-22,213,12,EMEA,9,24.28,218.52,102.42,116.1
206,2024-02-17,172,7,North America,6,33.37,223.25,101.28,121.97
207,2024-02-07,80,3,EMEA,6,41.83,250.98,160.51,90.47
208,2024-02-08,125,4,APAC,3,273.62,915.26,440.23,475.03
209,2024-02-26,76,14,North America,2,117.23,234.46,129.31,105.15
210,2024-02-24,139,14,North America,9,117.23,1055.07,482.75,572.32
211,2024-02-25,87,15,LATAM,10,52.59,525.9,250.44,275.46
212,2024-02-06,97,3,North America,3,41.83,125.49,77.34,48.15
213,2024-02-26,198,10,North America,3,26.66,79.98,47.53,32.45
214,2024-02-12,12,7,EMEA,11,33.37,409.28,243.08,166.2
215,2024-02-10,114,10,North America,12,26.66,319.92,194.11,125.81
216,2024-02-08,60,9,North America,5,48.45,249.52,160.47,89.05
217,2024-02-27,201,8,LATAM,4,36.89,147.56,77.26,70.3
218,2024-02-15,147,8,APAC,5,36.89,184.45,111.71,72.74
219,2024-02-14,129,9,North America,3,48.45,145.35,89.15,56.2
220,2024-02-05,206,10,North America,5,26.66,133.3,61.38,71.92
221,2024-02-12,124,14,APAC,9,117.23,1055.07,671.93,383.14
222,2024-02-17,183,14,APAC,2,117.23,234.46,118.87,115.59
223,2024-02-09,196,3,North America,8,41.83,334.64,211.18,123.46
224,2024-02-14,38,14,LATAM,2,117.23,234.46,149.89,84.57
225,2024-02-15,57,14,APAC,6,117.23,703.38,447.42,255.96
226,2024-02-13,107,1,APAC,9,26.63,239.67,125.78,113.89
227,2024-02-12,99,2,EMEA,4,27.58,110.32,50.27,60.05
228,2024-02-23,26,14,North America,11,117.23,1289.53,666.76,622.77
229,2024-02-02,38,3,LATAM,5,41.83,209.15,132.49,76.66
230,2024-02-27,121,12,APAC,3,24.28,72.84,43.83,29.01
231,2024-02-20,121,8,APAC,1,36.89,36.89,23.28,13.61
232,2024-02-07,5,5,North America,3,202.27,676.59,378.73,297.86
233,2024-02-17,187,10,EMEA,7,26.66,186.62,88.13,98.49
234,2024-02-10,74,4,North America,2,273.62,610.17,280.4,329.77
235,2024-02-26,108,11,APAC,10,17.21,172.1,93.18,78.92
236,2024-02-16,29,14,EMEA,10,117.23,1172.3,653.22,519.08
237,2024-02-19,162,9,APAC,4,48.45,193.8,115.06,78.74
238,2024-02-01,75,7,APAC,10,33.37,372.08,193.69,178.39
239,2024-02-06,147,7,APAC,11,33.37,409.28,238.87,170.41
240,2024-02-03,135,6,EMEA,9,193.66,1742.94,973.98,768.96
241,2024-02-18,202,9,LATAM,1,48.45,48.45,25.59,22.86
242,2024-02-21,121,1,APAC,7,26.63,186.41,120.46,65.95
243,2024-02-01,65,12,North America,6,24.28,150.05,91.19,58.86
244,2024-02-24,89,4,North America,11,273.62,3456.63,1989.81,1466.82
245,2024-02-24,198,10,North America,6,26.66,159.96,76.25,83.71
246,2024-02-11,91,9,North America,11,48.45,548.94,266.25,282.69
247,2024-02-15,200,11,APAC,12,17.21,206.52,112.7,93.82
248,2024-02-05,47,13,LATAM,2,156.78,313.56,186.01,127.55
249,2024-02-10,118,1,APAC,4,26.63,106.52,48.87,57.65
250,2024-02-02,52,15,APAC,6,52.59,315.54,200.9,114.64
251,2024-02-27,132,7,EMEA,9,33.37,334.87,182.4,152.47
252,2024-02-21,10,13,North America,4,156.78,627.12,318.09,309.03
253,2024-02-28,200,1,APAC,11,26.63,292.93,151.26,141.67
254,2024-02-12,32,13,EMEA,7,156.78,1097.46,689.09,408.37
255,2024-02-13,191,8,EMEA,6,36.89,227.98,146.99,80.99
256,2024-02-16,128,12,North America,6,24.28,145.68,92.49,53.19
257,2024-02-26,133,5,LATAM,2,202.27,451.06,268.57,182.49
258,2024-02-20,21,7,North America,3,33.37,111.62,62.41,49.21
259,2024-02-03,83,2,APAC,6,27.58,165.48,96.34,69.14
260,2024-02-20,79,8,APAC,12,36.89,455.96,244.04,211.92
261,2024-02-12,177,8,EMEA,8,36.89,295.12,135.3,159.82
262,2024-02-14,91,10,North America,5,26.66,137.3,79.34,57.96
263,2024-02-03,203,1,LATAM,11,26.63,292.93,169.17,123.76
264,2024-02-26,94,9,APAC,12,48.45,581.4,340.63,240.77
265,2024-02-28,8,3,APAC,10,41.83,418.3,244.96,173.34
266,2024-02-05,113,1,EMEA,2,26.63,53.26,26.48,26.78
267,2024-02-12,166,6,LATAM,7,193.66,1355.62,867.45,488.17
268,2024-02-05,9,10,APAC,11,26.66,293.26,158.36,134.9
269,2024-02-15,95,6,EMEA,2,193.66,398.94,225.32,173.62
270,2024-02-13,136,6,North America,6,193.66,1196.82,694.05,502.77
271,2024-02-01,64,2,North America,12,27.58,330.96,161.25,169.71
272,2024-02-18,133,7,LATAM,2,33.37,74.42,37.39,37.03
273,2024-02-15,67,12,APAC,4,24.28,97.12,63.06,34.06
274,2024-02-16,74,12,North America,4,24.28,97.12,46.09,51.03
275,2024-02-15,219,2,North America,3,27.58,82.74,52.1,30.64
276,2024-02-26,114,2,North America,11,27.58,303.38,195.23,108.15
277,2024-02-12,82,11,EMEA,12,17.21,206.52,95.62,110.9
278,2024-02-10,139,5,North America,3,202.27,676.59,400.79,275.8
279,2024-02-06,180,11,EMEA,6,17.21,106.36,58.68,47.68
280,2024-02-26,32,4,EMEA,3,273.62,915.26,455.2,460.06
281,2024-02-12,127,1,APAC,9,26.63,239.67,135.28,104.39
282,2024-02-18,120,13,APAC,3,156.78,470.34,269.22,201.12
283,2024-02-10,23,2,APAC,7,27.58,193.06,125.47,67.59
284,2024-02-17,185,8,APAC,7,36.89,265.98,160.61,105.37
285,2024-02-03,211,10,North America,3,26.66,79.98,51.55,28.43
286,2024-02-15,165,2,EMEA,8,27.58,220.64,129.3,91.34
287,2024-02-27,89,3,North America,9,41.83,387.76,224.11,163.65
288,2024-02-05,47,13,LATAM,7,156.78,1097.46,604.23,493.23
289,2024-02-04,15,14,EMEA,9,117.23,1055.07,507.07,548.0
290,2024-02-11,43,3,LATAM,12,41.83,501.96,248.52,253.44
291,2024-02-10,133,15,LATAM,2,52.59,105.18,52.6,52.58
292,2024-02-09,163,9,EMEA,3,48.45,145.35,83.58,61.77
293,2024-02-03,158,9,EMEA,9,48.45,436.05,252.12,183.93
294,2024-02-05,152,10,APAC,3,26.66,79.98,46.53,33.45
295,2024-02-20,185,15,APAC,6,52.59,325.01,201.02,123.99
296,2024-02-27,145,1,EMEA,1,26.63,26.63,12.42,14.21
297,2024-02-19,165,13,EMEA,5,156.78,783.9,454.84,329.06
298,2024-02-14,197,10,North America,10,26.66,266.6,154.04,112.56
299,2024-02-21,128,15,North America,9,52.59,473.31,240.41,232.9
300,2024-02-08,78,8,North America,11,36.89,405.79,215.56,190.23
301,2024-02-23,117,2,North America,1,27.58,28.41,13.68,14.73
302,2024-02-15,107,8,APAC,4,36.89,147.56,76.44,71.12
303,2024-02-28,37,6,EMEA,12,193.66,2323.92,1194.18,1129.74
304,2024-02-05,89,7,North America,6,33.37,229.94,127.16,102.78
305,2024-02-08,28,6,APAC,8,193.66,1549.28,735.14,814.14
306,2024-02-05,116,4,EMEA,2,273.62,610.17,280.75,329.42
307,2024-02-20,99,14,EMEA,7,117.23,820.61,410.02,410.59
308,2024-02-11,41,14,North America,10,117.23,1172.3,696.61,475.69
309,2024-02-06,49,13,LATAM,8,156.78,1254.24,814.24,440.0
310,2024-02-10,120,8,APAC,8,36.89,295.12,134.17,160.95
311,2024-02-15,101,9,North America,4,48.45,193.8,95.55,98.25
312,2024-02-02,91,1,North America,5,26.63,137.14,75.29,61.85
313,2024-02-22,216,11,North America,8,17.21,137.68,69.82,67.86
314,2024-02-04,3,14,APAC,7,117.23,820.61,391.26,429.35
315,2024-02-12,68,12,APAC,7,24.28,169.96,88.92,81.04
316,2024-02-19,103,1,EMEA,9,26.63,239.67,117.18,122.49
317,2024-02-03,142,5,LATAM,7,202.27,1626.08,895.73,730.35
318,2024-02-09,196,9,North America,10,48.45,484.5,283.96,200.54
319,2024-02-04,31,3,APAC,7,41.83,301.59,158.23,143.36
320,2024-02-12,87,9,LATAM,3,48.45,145.35,71.19,74.16
321,2024-02-17,131,7,North America,1,33.37,37.21,17.08,20.13
322,2024-02-11,36,12,EMEA,8,24.28,194.24,107.58,86.66
323,2024-02-17,39,10,APAC,3,26.66,79.98,41.24,38.74
324,2024-02-06,157,6,EMEA,7,193.66,1355.62,878.61,477.01
325,2024-02-10,190,14,North America,10,117.23,1172.3,606.4,565.9
326,2024-02-18,213,9,EMEA,8,48.45,387.6,229.36,158.24
327,2024-02-27,77,8,LATAM,1,36.89,36.89,19.32,17.57
328,2024-02-14,173,2,North America,10,27.58,275.8,141.08,134.72
329,2024-02-23,186,14,APAC,11,117.23,1289.53,587.16,702.37
330,2024-02-21,122,5,APAC,10,202.27,2322.97,1313.7,1009.27
331,2024-02-19,185,1,APAC,8,26.63,219.43,106.23,113.2
332,2024-02-20,162,12,APAC,7,24.28,169.96,81.51,88.45
333,2024-02-02,175,4,APAC,10,273.62,3050.86,1951.46,1099.4
334,2024-02-01,29,4,EMEA,8,273.62,2440.69,1251.44,1189.25
335,2024-02-23,39,7,APAC,4,33.37,148.83,79.19,69.64
336,2024-02-16,199,10,EMEA,12,26.66,319.92,190.51,129.41
337,2024-02-17,181,3,APAC,4,41.83,167.32,94.06,73.26
338,2024-02-17,170,8,APAC,7,36.89,265.98,136.38,129.6
339,2024-02-18,45,8,APAC,6,36.89,221.34,123.79,97.55
340,2024-02-28,174,13,North America,12,156.78,1881.36,1102.76,778.6
341,2024-02-09,206,12,North America,10,24.28,242.8,132.77,110.03
342,2024-02-18,64,5,North America,5,202.27,1127.66,558.16,569.5
343,2024-02-10,77,13,LATAM,12,156.78,1881.36,924.6,956.76
344,2024-02-11,181,8,APAC,8,36.89,295.12,153.39,141.73
345,2024-02-09,204,12,EMEA,5,24.28,121.4,57.59,63.81
346,2024-02-13,174,9,North America,7,48.45,339.15,208.13,131.02
347,2024-02-05,198,13,North America,5,156.78,783.9,359.35,424.55
348,2024-02-12,183,2,APAC,8,27.58,220.64,128.23,92.41
349,2024-03-27,55,4,APAC,9,273.62,2659.59,1341.04,1318.55
350,2024-03-09,144,12,EMEA,3,24.28,72.84,34.37,38.47
351,2024-03-08,190,10,North America,4,26.66,106.64,49.07,57.57
352,2024-03-21,136,4,North America,4,273.62,1252.96,576.99,675.97
353,2024-03-23,106,6,North America,8,193.66,1549.28,728.33,820.95
354,2024-03-01,198,3,North America,9,41.83,376.47,243.04,133.43
355,2024-03-21,41,7,North America,8,33.37,288.32,157.28,131.04
356,2024-03-10,52,13,APAC,6,156.78,940.68,477.0,463.68
357,2024-03-25,16,15,North America,2,52.59,105.18,61.05,44.13
358,2024-03-24,60,9,North America,12,48.45,616.28,382.13,234.15
359,2024-03-06,10,15,North America,7,52.59,368.13,230.61,137.52
360,2024-03-02,46,15,North America,7,52.59,368.13,223.67,144.46
361,2024-03-24,48,15,EMEA,5,52.59,262.95,164.44,98.51
362,2024-03-19,3,5,APAC,10,202.27,2184.52,1029.91,1154.61
363,2024-03-15,86,5,North America,11,202.27,2402.97,1342.44,1060.53
364,2024-03-05,127,15,APAC,9,52.59,473.31,257.29,216.02
365,2024-03-04,50,13,North America,6,156.78,997.12,481.11,516.01
366,2024-03-09,118,11,APAC,12,17.21,206.52,100.62,105.9
367,2024-03-26,189,6,EMEA,5,193.66,968.3,545.69,422.61
368,2024-03-06,194,4,APAC,10,273.62,2955.1,1835.79,1119.31
369,2024-03-14,104,14,North America,9,117.23,1055.07,543.98,511.09
370,2024-03-04,103,11,EMEA,3,17.21,51.63,33.37,18.26
371,2024-03-08,123,6,APAC,1,193.66,193.66,97.25,96.41
372,2024-03-25,61,8,EMEA,5,36.89,184.45,118.2,66.25
373,2024-03-24,78,10,North America,10,26.66,266.6,120.58,146.02
374,2024-03-23,168,6,APAC,4,193.66,774.64,358.21,416.43
375,2024-03-10,31,8,APAC,3,36.89,117.31,62.3,55.01
376,2024-03-23,129,15,North America,5,52.59,262.95,154.63,108.32
377,2024-03-10,164,15,EMEA,6,52.59,315.54,180.78,134.76
378,2024-03-16,57,3,APAC,3,41.83,125.49,67.89,57.6
379,2024-03-14,156,6,North America,12,193.66,2323.92,1301.04,1022.88
380,2024-03-18,121,13,APAC,11,156.78,1724.58,1060.82,663.76
381,2024-03-22,196,4,North America,10,273.62,2955.1,1845.84,1109.26
382,2024-03-15,21,9,North America,9,48.45,436.05,257.6,178.45
383,2024-03-19,20,15,North America,2,52.59,105.18,48.63,56.55
384,2024-03-17,141,15,North America,4,52.59,222.98,125.88,97.1
385,2024-03-11,39,3,APAC,9,41.83,376.47,202.68,173.79
386,2024-03-23,175,4,APAC,10,273.62,2955.1,1618.7,1336.4
387,2024-03-26,131,8,North America,1,36.89,36.89,19.95,16.94
388,2024-03-15,132,7,EMEA,10,33.37,360.4,166.34,194.06
389,2024-03-26,119,11,APAC,5,17.21,86.05,51.17,34.88
390,2024-03-27,102,5,APAC,1,202.27,218.45,130.89,87.56
391,2024-03-02,149,2,North America,7,27.58,204.64,106.19,98.45
392,2024-03-02,17,9,North America,2,48.45,96.9,62.72,34.18
393,2024-03-10,121,1,APAC,7,26.63,186.41,90.59,95.82
394,2024-03-21,35,13,North America,12,156.78,1881.36,1089.64,791.72
395,2024-03-13,108,6,APAC,8,193.66,1549.28,966.63,582.65
396,2024-03-03,97,7,North America,11,33.37,396.44,254.84,141.6
